question_id,difficulty,db_id,gpt-4o-mini,gemini-2.5-flash,deepseek-v3.2,n_correct,correct_models,chosen_model,ensemble_ex
765,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
766,moderate,superhero,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
769,challenging,superhero,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
772,challenging,superhero,0,0,0,0,"",gpt-4o-mini,0
773,challenging,superhero,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
775,challenging,superhero,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
779,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
781,simple,superhero,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
782,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
785,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
786,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
788,challenging,superhero,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
790,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
791,simple,superhero,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
792,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
794,moderate,superhero,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
796,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
797,moderate,superhero,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
798,moderate,superhero,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
800,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
801,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
806,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
819,challenging,superhero,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
822,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
824,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
825,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
829,challenging,superhero,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
531,simple,codebase_community,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
532,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
533,simple,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
539,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
537,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
544,moderate,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
547,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
549,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
555,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
557,moderate,codebase_community,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
563,moderate,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
565,moderate,codebase_community,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
567,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
568,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
571,moderate,codebase_community,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
572,moderate,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
573,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
576,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
578,moderate,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
581,moderate,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
584,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
586,challenging,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
587,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
592,simple,codebase_community,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
595,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
598,challenging,codebase_community,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
604,moderate,codebase_community,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
629,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
633,moderate,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
634,challenging,codebase_community,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
637,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
639,challenging,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
640,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
665,moderate,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
669,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
671,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
672,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
678,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
682,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
683,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
685,moderate,codebase_community,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
687,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
694,moderate,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
701,challenging,codebase_community,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
704,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
705,simple,codebase_community,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
707,moderate,codebase_community,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
710,simple,codebase_community,0,0,0,0,"",gemini-2.5-flash,0
716,moderate,codebase_community,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
340,simple,card_games,0,0,0,0,"",gemini-2.5-flash,0
341,simple,card_games,0,0,0,0,"",gpt-4o-mini,0
344,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
345,moderate,card_games,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",deepseek-v3.2,1
346,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
347,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
349,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
352,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
356,simple,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
358,simple,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
366,simple,card_games,0,0,0,0,"",gpt-4o-mini,0
368,simple,card_games,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
371,challenging,card_games,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
377,simple,card_games,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
379,simple,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
383,simple,card_games,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
391,moderate,card_games,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
397,moderate,card_games,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
402,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
405,moderate,card_games,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
407,moderate,card_games,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
408,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
409,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
412,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
414,simple,card_games,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
415,challenging,card_games,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
416,challenging,card_games,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
422,simple,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
424,simple,card_games,0,0,0,0,"",gpt-4o-mini,0
427,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
440,simple,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
459,moderate,card_games,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
462,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
465,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
466,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
468,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
469,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
472,moderate,card_games,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
473,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
474,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
477,challenging,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
479,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
480,moderate,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
483,moderate,card_games,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
484,moderate,card_games,0,0,0,0,"",gemini-2.5-flash,0
486,moderate,card_games,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
487,challenging,card_games,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
518,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
522,moderate,card_games,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
528,challenging,card_games,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
529,moderate,card_games,0,0,0,0,"",gemini-2.5-flash,0
530,moderate,card_games,0,0,0,0,"",gpt-4o-mini,0
195,simple,toxicology,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
197,moderate,toxicology,0,0,0,0,"",gemini-2.5-flash,0
198,challenging,toxicology,0,0,0,0,"",gemini-2.5-flash,0
200,simple,toxicology,0,0,0,0,"",gemini-2.5-flash,0
201,moderate,toxicology,0,0,0,0,"",gpt-4o-mini,0
206,challenging,toxicology,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
207,challenging,toxicology,0,0,0,0,"",gpt-4o-mini,0
208,moderate,toxicology,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
212,challenging,toxicology,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
213,moderate,toxicology,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
215,challenging,toxicology,0,0,0,0,"",gemini-2.5-flash,0
218,challenging,toxicology,0,0,0,0,"",gpt-4o-mini,0
219,challenging,toxicology,0,0,0,0,"",gpt-4o-mini,0
220,challenging,toxicology,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
226,moderate,toxicology,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
227,simple,toxicology,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
228,moderate,toxicology,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
230,challenging,toxicology,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
231,challenging,toxicology,0,0,0,0,"",gpt-4o-mini,0
232,moderate,toxicology,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
234,moderate,toxicology,0,0,0,0,"",gpt-4o-mini,0
236,moderate,toxicology,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
239,simple,toxicology,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
240,challenging,toxicology,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
242,moderate,toxicology,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
243,moderate,toxicology,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
244,moderate,toxicology,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
245,moderate,toxicology,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
247,challenging,toxicology,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
248,simple,toxicology,0,0,0,0,"",gpt-4o-mini,0
249,challenging,toxicology,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
253,challenging,toxicology,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
255,moderate,toxicology,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
260,moderate,toxicology,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
263,challenging,toxicology,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
268,challenging,toxicology,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
273,moderate,toxicology,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
281,challenging,toxicology,0,0,0,0,"",gemini-2.5-flash,0
282,challenging,toxicology,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
327,moderate,toxicology,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
5,simple,california_schools,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
11,simple,california_schools,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
12,moderate,california_schools,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
17,simple,california_schools,0,0,0,0,"",gemini-2.5-flash,0
23,moderate,california_schools,0,0,0,0,"",gemini-2.5-flash,0
24,moderate,california_schools,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
25,moderate,california_schools,0,0,0,0,"",gpt-4o-mini,0
26,moderate,california_schools,0,0,0,0,"",gemini-2.5-flash,0
27,moderate,california_schools,0,0,0,0,"",gemini-2.5-flash,0
28,challenging,california_schools,0,0,0,0,"",gemini-2.5-flash,0
31,moderate,california_schools,0,0,0,0,"",gemini-2.5-flash,0
32,moderate,california_schools,0,0,0,0,"",gemini-2.5-flash,0
37,moderate,california_schools,0,0,0,0,"",gemini-2.5-flash,0
36,challenging,california_schools,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
39,simple,california_schools,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
40,moderate,california_schools,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
41,simple,california_schools,0,0,0,0,"",gemini-2.5-flash,0
45,moderate,california_schools,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
46,simple,california_schools,0,0,0,0,"",gpt-4o-mini,0
47,moderate,california_schools,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
48,moderate,california_schools,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
50,simple,california_schools,0,0,0,0,"",gemini-2.5-flash,0
62,challenging,california_schools,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
72,moderate,california_schools,0,0,0,0,"",gemini-2.5-flash,0
77,moderate,california_schools,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
79,moderate,california_schools,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
82,simple,california_schools,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
83,challenging,california_schools,0,0,0,0,"",gemini-2.5-flash,0
85,moderate,california_schools,0,0,0,0,"",gemini-2.5-flash,0
87,challenging,california_schools,0,0,0,0,"",gpt-4o-mini,0
89,moderate,financial,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
92,simple,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
93,moderate,financial,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",deepseek-v3.2,1
94,challenging,financial,0,0,0,0,"",gpt-4o-mini,0
95,moderate,financial,0,0,0,0,"",gpt-4o-mini,0
98,moderate,financial,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
99,moderate,financial,0,0,0,0,"",gemini-2.5-flash,0
100,moderate,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
112,simple,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
115,challenging,financial,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
116,challenging,financial,0,0,0,0,"",gpt-4o-mini,0
117,moderate,financial,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
118,moderate,financial,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
125,challenging,financial,0,0,0,0,"",gemini-2.5-flash,0
128,moderate,financial,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
136,moderate,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
137,moderate,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
138,moderate,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
129,moderate,financial,0,0,0,0,"",gemini-2.5-flash,0
137,moderate,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
138,moderate,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
145,moderate,financial,0,0,0,0,"",gemini-2.5-flash,0
149,challenging,financial,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
152,moderate,financial,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
159,simple,financial,0,0,0,0,"",gpt-4o-mini,0
168,moderate,financial,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
169,challenging,financial,0,0,0,0,"",gemini-2.5-flash,0
173,challenging,financial,0,0,0,0,"",gpt-4o-mini,0
186,moderate,financial,0,0,0,0,"",gemini-2.5-flash,0
189,moderate,financial,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
192,moderate,financial,0,0,0,0,"",gemini-2.5-flash,0
194,moderate,financial,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
